pid,target,word,count,insert_start_time,insert_end_time,category,swipe_ratio,tap_ratio,swipe_dist,swipe_key_set
12,water,water,5,1900-01-01 17:25:48.589,1900-01-01 17:25:51.733,top1,0.6666666666666666,0.3333333333333333,"[[1.5976551812343616, 1.25], [2.468639924761203, 2.0]]","[['w', 'a'], ['t', 'e']]"
12,question,question,8,1900-01-01 17:25:52.234,1900-01-01 17:25:58.011,top1,1.0,0.0,"[[5.86584356279001, 6.0], [1.4857873175946146, 1.25], [2.83750789921808, 3.0], [3.079844966167129, 3.010398644698074]]","[['q', 'u'], ['e', 's'], ['t', 'i'], ['o', 'n']]"
12,that,that,4,1900-01-01 17:25:58.011,1900-01-01 17:25:59.979,top1,0.3333333333333333,0.6666666666666666,"[[1.5151836367665141, 1.6007810593582121]]","[['t', 'h']]"
12,must,must,4,1900-01-01 17:26:07.717,1900-01-01 17:26:09.526,top1,0.0,1.0,[],[]
12,be,be,2,1900-01-01 17:26:11.177,1900-01-01 17:26:12.445,top1,0.0,1.0,[],[]
12,answered,answered,8,1900-01-01 17:26:26.878,1900-01-01 17:26:30.505,top1,0.0,1.0,[],[]
12,the,the,3,1900-01-01 17:26:31.006,1900-01-01 17:26:32.907,top1,0.5,0.5,"[[1.5826343643589944, 1.6007810593582121]]","[['t', 'h']]"
12,world,world,5,1900-01-01 17:26:32.907,1900-01-01 17:26:36.233,top1,0.25,0.75,"[[5.208982105759723, 5.344389581607987]]","[['r', 'l']]"
12,is,is,2,1900-01-01 17:26:36.233,1900-01-01 17:26:37.342,top1,0.0,1.0,[],[]
12,a,a,1,1900-01-01 17:26:37.342,1900-01-01 17:26:37.917,top1,0.0,1.0,[],[]
12,stage,stage,5,1900-01-01 17:26:41.745,1900-01-01 17:26:45.075,top3,0.6666666666666666,0.3333333333333333,"[[3.0527080651857297, 2.9261749776799064], [2.6539257301684236, 2.462214450449026]]","[['s', 't'], ['g', 'e']]"
12,companies,companies,9,1900-01-01 17:26:46.140,1900-01-01 17:26:51.417,top1,0.5,0.5,"[[5.801725369717615, 5.618051263561059], [2.7170109150498454, 2.3584952830141512], [1.522367902725882, 1.25]]","[['c', 'o'], ['n', 'i'], ['e', 's']]"
12,announce,announce,8,1900-01-01 17:26:59.530,1900-01-01 17:27:03.749,top1,0.3333333333333333,0.6666666666666666,"[[2.057167485281643, 2.0155644370746373], [2.4975187843387685, 2.1360009363293826]]","[['u', 'n'], ['c', 'e']]"
12,a,a,1,1900-01-01 17:27:03.749,1900-01-01 17:27:04.366,top1,0.0,1.0,[],[]
12,merger,merger,6,1900-01-01 17:27:04.366,1900-01-01 17:27:08.284,top1,1.0,0.0,"[[5.110336291832955, 5.153882032022076], [1.6139652886989235, 1.6007810593582121], [1.2647411358159426, 1.0]]","[['m', 'e'], ['r', 'g'], ['e', 'r']]"
12,are,are,3,1900-01-01 17:27:09.377,1900-01-01 17:27:11.495,top1,0.5,0.5,"[[2.988291051127718, 2.9261749776799064]]","[['a', 'r']]"
12,you,you,3,1900-01-01 17:27:11.495,1900-01-01 17:27:13.004,top1,0.5,0.5,"[[3.0900710170843966, 3.0]]","[['y', 'o']]"
12,talking,talking,7,1900-01-01 17:27:13.004,1900-01-01 17:27:17.251,top3,0.4,0.6,"[[1.2630952185999278, 1.0307764064044151], [2.100534414887078, 1.8027756377319946]]","[['k', 'i'], ['n', 'g']]"
12,to,to,2,1900-01-01 17:27:17.251,1900-01-01 17:27:18.840,top1,0.0,1.0,[],[]
12,me,me,2,1900-01-01 17:27:18.840,1900-01-01 17:27:20.150,top1,0.0,1.0,[],[]
12,completely,completely,10,1900-01-01 17:27:35.058,1900-01-01 17:27:39.060,top1,0.0,1.0,[],[]
12,sold,sold,4,1900-01-01 17:27:42.237,1900-01-01 17:27:44.872,top1,0.0,1.0,[],[]
12,out,out,3,1900-01-01 17:27:44.872,1900-01-01 17:27:46.648,top1,0.5,0.5,"[[2.065824124290351, 2.0]]","[['o', 'u']]"
12,of,of,2,1900-01-01 17:27:51.684,1900-01-01 17:27:52.876,top1,0.0,1.0,[],[]
12,that,that,4,1900-01-01 17:27:52.876,1900-01-01 17:27:54.686,top1,0.3333333333333333,0.6666666666666666,"[[1.9274831387070548, 1.6007810593582121]]","[['t', 'h']]"
12,just,just,4,1900-01-01 17:28:09.019,1900-01-01 17:28:10.745,top1,0.0,1.0,[],[]
12,what,what,4,1900-01-01 17:28:13.271,1900-01-01 17:28:14.597,top1,0.0,1.0,[],[]
12,the,the,3,1900-01-01 17:28:14.597,1900-01-01 17:28:16.456,top1,0.5,0.5,"[[1.6405152487099897, 1.6007810593582121]]","[['t', 'h']]"
12,doctor,doctor,6,1900-01-01 17:28:16.456,1900-01-01 17:28:19.792,top1,0.2,0.8,"[[2.2555103531407257, 2.3584952830141512]]","[['c', 't']]"
12,ordered,ordered,7,1900-01-01 17:28:25.445,1900-01-01 17:28:29.881,top1,0.4,0.6,"[[1.632385873690715, 1.0307764064044151], [1.352790842111226, 1.0]]","[['d', 'e'], ['r', 'e']]"
12,this,this,4,1900-01-01 17:28:31.059,1900-01-01 17:28:33.266,top1,0.0,1.0,[],[]
12,person,person,6,1900-01-01 17:28:33.266,1900-01-01 17:28:37.001,top1,0.5,0.5,"[[2.317356754607499, 2.0155644370746373], [3.262226667189912, 3.010398644698074]]","[['r', 's'], ['o', 'n']]"
12,is,is,2,1900-01-01 17:28:37.001,1900-01-01 17:28:38.452,top1,0.0,1.0,[],[]
12,a,a,1,1900-01-01 17:28:38.452,1900-01-01 17:28:38.677,top1,0.0,1.0,[],[]
12,disaster,disaster,8,1900-01-01 17:28:45.823,1900-01-01 17:28:52.176,top1,0.3333333333333333,0.6666666666666666,"[[1.6253016883412752, 1.0], [3.0108110877718643, 2.9261749776799064]]","[['s', 'a'], ['s', 't']]"
12,the,the,3,1900-01-01 17:28:52.678,1900-01-01 17:28:54.953,top1,0.5,0.5,"[[1.496907818011851, 1.6007810593582121]]","[['t', 'h']]"
12,stock,stock,5,1900-01-01 17:28:58.422,1900-01-01 17:29:01.853,top3,0.6666666666666666,0.3333333333333333,"[[3.2718436794107384, 2.9261749776799064], [5.594743506743628, 5.618051263561059]]","[['s', 't'], ['o', 'c']]"
12,exchange,exchange,8,1900-01-01 17:29:03.116,1900-01-01 17:29:06.968,top1,0.6,0.4,"[[2.349837949864841, 2.0155644370746373], [2.962890177364831, 2.692582403567252], [2.074604329745795, 1.8027756377319946]]","[['e', 'x'], ['c', 'h'], ['n', 'g']]"
12,dipped,dipped,6,1900-01-01 17:29:06.968,1900-01-01 17:29:10.320,top1,0.0,1.0,[],[]
12,protect,protect,7,1900-01-01 17:29:14.006,1900-01-01 17:29:18.027,top3,0.4,0.6,"[[2.1903712477854067, 2.0], [2.223432994549195, 2.3584952830141512]]","[['t', 'e'], ['c', 't']]"
12,your,your,4,1900-01-01 17:29:18.558,1900-01-01 17:29:21.622,top3,0.3333333333333333,0.6666666666666666,"[[3.252444715133526, 3.0]]","[['y', 'o']]"
12,environment,environment,11,1900-01-01 17:29:28.672,1900-01-01 17:29:32.974,top1,0.0,1.0,[],[]
12,zero,zero,4,1900-01-01 17:29:33.476,1900-01-01 17:29:36.201,top1,0.3333333333333333,0.6666666666666666,"[[2.315093022564104, 2.3584952830141512]]","[['z', 'e']]"
12,in,in,2,1900-01-01 17:29:41.538,1900-01-01 17:29:42.722,top1,0.0,1.0,[],[]
12,on,on,2,1900-01-01 17:29:45.181,1900-01-01 17:29:46.440,top1,0.0,1.0,[],[]
12,the,the,3,1900-01-01 17:29:47.974,1900-01-01 17:29:49.250,top1,0.5,0.5,"[[1.687113904905356, 1.6007810593582121]]","[['t', 'h']]"
12,facts,facts,5,1900-01-01 17:29:49.250,1900-01-01 17:29:51.710,top1,0.6666666666666666,0.3333333333333333,"[[3.334761479476456, 3.0], [2.4392802281103334, 2.3584952830141512]]","[['f', 'a'], ['c', 't']]"
12,communicate,communicate,11,1900-01-01 17:29:52.612,1900-01-01 17:29:58.139,top1,0.2222222222222222,0.7777777777777778,"[[2.220312045214591, 2.0155644370746373], [2.9364824248154457, 2.692582403567252]]","[['u', 'n'], ['c', 'a']]"
12,through,through,7,1900-01-01 17:29:58.139,1900-01-01 17:30:01.432,top1,0.16666666666666666,0.8333333333333334,"[[2.622223686587397, 2.0155644370746373]]","[['u', 'g']]"
12,email,email,5,1900-01-01 17:30:03.859,1900-01-01 17:30:06.235,top1,0.0,1.0,[],[]
12,life,life,4,1900-01-01 17:30:06.736,1900-01-01 17:30:09.170,top1,1.0,0.0,"[[1.9720351361284103, 1.6007810593582121], [2.110633620799688, 1.6007810593582121]]","[['l', 'i'], ['f', 'e']]"
12,if,if,2,1900-01-01 17:30:11.479,1900-01-01 17:30:12.805,top1,0.0,1.0,[],[]
12,but,but,3,1900-01-01 17:30:15.107,1900-01-01 17:30:16.549,top1,0.0,1.0,[],[]
12,a,a,1,1900-01-01 17:30:16.549,1900-01-01 17:30:17.191,top1,0.0,1.0,[],[]
12,dream,dream,5,1900-01-01 17:30:18.934,1900-01-01 17:30:20.660,top1,0.0,1.0,[],[]
12,sad,sad,3,1900-01-01 17:30:21.161,1900-01-01 17:30:23.003,top1,0.0,1.0,[],[]
12,to,to,2,1900-01-01 17:30:23.003,1900-01-01 17:30:24.170,top1,0.0,1.0,[],[]
12,hear,hear,4,1900-01-01 17:30:24.170,1900-01-01 17:30:25.721,top1,0.0,1.0,[],[]
12,that,that,4,1900-01-01 17:30:25.721,1900-01-01 17:30:27.005,top1,0.0,1.0,[],[]
12,news,news,4,1900-01-01 17:30:27.005,1900-01-01 17:30:29.823,top1,0.0,1.0,[],[]
12,the,the,3,1900-01-01 17:30:30.324,1900-01-01 17:30:31.616,top1,0.0,1.0,[],[]
12,second,second,6,1900-01-01 17:30:31.616,1900-01-01 17:30:33.834,top1,0.0,1.0,[],[]
12,largest,largest,7,1900-01-01 17:30:35.835,1900-01-01 17:30:38.937,top1,0.4,0.6,"[[8.236547460101228, 8.0], [2.722883868713464, 2.462214450449026]]","[['l', 'a'], ['g', 'e']]"
12,country,country,7,1900-01-01 17:30:38.937,1900-01-01 17:30:42.581,top1,0.4,0.6,"[[6.0063162912574795, 5.618051263561059], [1.3245183617545664, 1.0]]","[['c', 'o'], ['t', 'r']]"
12,the,the,3,1900-01-01 17:30:43.082,1900-01-01 17:30:46.283,top1,0.5,0.5,"[[1.5884344690606533, 1.6007810593582121]]","[['t', 'h']]"
12,library,library,7,1900-01-01 17:30:46.283,1900-01-01 17:30:48.676,top1,0.4,0.6,"[[1.7959712944880277, 1.6007810593582121], [2.8045043289768694, 2.6575364531836625]]","[['l', 'i'], ['b', 'r']]"
12,is,is,2,1900-01-01 17:30:48.676,1900-01-01 17:30:49.776,top1,0.0,1.0,[],[]
12,closed,closed,6,1900-01-01 17:31:01.216,1900-01-01 17:31:03.809,top1,0.2,0.8,"[[1.3308517596824971, 1.25]]","[['s', 'e']]"
12,today,today,5,1900-01-01 17:31:03.809,1900-01-01 17:31:07.494,top1,0.25,0.75,"[[2.3895, 2.0]]","[['d', 'a']]"
12,love,love,4,1900-01-01 17:31:07.995,1900-01-01 17:31:11.082,top3,1.0,0.0,"[[1.2651561786000967, 1.0307764064044151], [2.7190929381413205, 2.6575364531836625]]","[['l', 'o'], ['v', 'e']]"
12,means,means,5,1900-01-01 17:31:14.040,1900-01-01 17:31:17.029,top3,0.25,0.75,"[[4.8730172009367045, 4.6097722286464435]]","[['n', 's']]"
12,many,many,4,1900-01-01 17:31:17.675,1900-01-01 17:31:19.326,top1,0.3333333333333333,0.6666666666666666,"[[2.4446187362500926, 2.1360009363293826]]","[['n', 'y']]"
12,things,things,6,1900-01-01 17:31:19.326,1900-01-01 17:31:22.136,top1,0.5,0.5,"[[1.6271129772160873, 1.6007810593582121], [1.8522905583358138, 1.8027756377319946]]","[['t', 'h'], ['n', 'g']]"
12,is,is,2,1900-01-01 17:31:23.104,1900-01-01 17:31:24.346,top1,0.0,1.0,[],[]
12,she,she,3,1900-01-01 17:31:26.130,1900-01-01 17:31:27.514,top1,0.0,1.0,[],[]
12,done,done,4,1900-01-01 17:31:34.635,1900-01-01 17:31:37.061,top1,0.0,1.0,[],[]
12,yet,yet,3,1900-01-01 17:31:37.061,1900-01-01 17:31:38.970,top1,0.5,0.5,"[[3.1692759055697564, 3.0]]","[['y', 'e']]"
12,with,with,4,1900-01-01 17:31:39.472,1900-01-01 17:31:41.956,top1,0.3333333333333333,0.6666666666666666,"[[1.7715943472618103, 1.6007810593582121]]","[['t', 'h']]"
12,each,each,4,1900-01-01 17:31:46.483,1900-01-01 17:31:48.609,top1,0.3333333333333333,0.6666666666666666,"[[2.2444507749670075, 2.0155644370746373]]","[['e', 'a']]"
12,step,step,4,1900-01-01 17:31:48.609,1900-01-01 17:31:51.211,top1,0.3333333333333333,0.6666666666666666,"[[3.208611114056984, 2.9261749776799064]]","[['s', 't']]"
12,forward,forward,7,1900-01-01 17:31:51.211,1900-01-01 17:31:54.679,top1,0.4,0.6,"[[5.01743779233983, 4.8541219597369], [1.566797455201214, 1.25]]","[['f', 'o'], ['w', 'a']]"
12,a,a,1,1900-01-01 17:31:56.089,1900-01-01 17:31:56.989,top1,0.0,1.0,[],[]
12,quarter,quarter,7,1900-01-01 17:32:01.100,1900-01-01 17:32:06.661,top1,0.16666666666666666,0.8333333333333334,"[[6.0602216672536, 6.0]]","[['q', 'u']]"
12,of,of,2,1900-01-01 17:32:08.704,1900-01-01 17:32:09.963,top1,0.0,1.0,[],[]
12,a,a,1,1900-01-01 17:32:09.963,1900-01-01 17:32:10.522,top1,0.0,1.0,[],[]
12,century,century,7,1900-01-01 17:32:10.522,1900-01-01 17:32:14.257,top1,0.4,0.6,"[[2.517006173636648, 2.1360009363293826], [2.127017997690664, 2.0]]","[['c', 'e'], ['r', 'y']]"
12,the,the,3,1900-01-01 17:32:17.184,1900-01-01 17:32:18.935,top1,0.0,1.0,[],[]
12,living,living,6,1900-01-01 17:32:18.935,1900-01-01 17:32:20.969,top1,0.0,1.0,[],[]
12,is,is,2,1900-01-01 17:32:20.969,1900-01-01 17:32:21.736,top1,0.0,1.0,[],[]
12,easy,easy,4,1900-01-01 17:32:21.736,1900-01-01 17:32:23.454,top1,0.0,1.0,[],[]
12,the,the,3,1900-01-01 17:32:23.955,1900-01-01 17:32:25.338,top1,0.5,0.5,"[[1.6613207189612722, 1.6007810593582121]]","[['t', 'h']]"
12,capital,capital,7,1900-01-01 17:32:25.338,1900-01-01 17:32:29.141,top1,0.16666666666666666,0.8333333333333334,"[[4.235424240852385, 3.881043674065006]]","[['t', 'a']]"
12,of,of,2,1900-01-01 17:32:31.309,1900-01-01 17:32:32.534,top1,0.0,1.0,[],[]
12,our,our,3,1900-01-01 17:32:32.534,1900-01-01 17:32:34.135,top1,0.0,1.0,[],[]
12,nation,nation,6,1900-01-01 17:32:34.135,1900-01-01 17:32:36.053,top1,0.0,1.0,[],[]
12,the,the,3,1900-01-01 17:32:36.554,1900-01-01 17:32:38.421,top1,0.0,1.0,[],[]
12,power,power,5,1900-01-01 17:32:38.421,1900-01-01 17:32:40.072,top1,0.0,1.0,[],[]
12,of,of,2,1900-01-01 17:32:48.560,1900-01-01 17:32:49.977,top1,0.0,1.0,[],[]
12,denial,denial,6,1900-01-01 17:32:52.645,1900-01-01 17:32:55.597,top1,0.2,0.8,"[[2.495695018426731, 2.3584952830141512]]","[['n', 'i']]"
12,want,want,4,1900-01-01 17:33:02.159,1900-01-01 17:33:03.785,top1,0.0,1.0,[],[]
12,to,to,2,1900-01-01 17:33:03.785,1900-01-01 17:33:04.952,top1,0.0,1.0,[],[]
12,join,join,4,1900-01-01 17:33:13.700,1900-01-01 17:33:15.367,top1,0.0,1.0,[],[]
12,us,us,2,1900-01-01 17:33:15.367,1900-01-01 17:33:16.826,top1,0.0,1.0,[],[]
12,for,for,3,1900-01-01 17:33:19.644,1900-01-01 17:33:21.195,top1,0.0,1.0,[],[]
12,lunch,lunch,5,1900-01-01 17:33:21.195,1900-01-01 17:33:24.155,top1,0.6666666666666666,0.3333333333333333,"[[2.4310397241972415, 2.462214450449026], [2.765671722769172, 2.692582403567252]]","[['l', 'u'], ['c', 'h']]"
16,sent,sent,4,1900-01-01 13:21:56.165,1900-01-01 13:21:59.978,top1,1.0,0.0,"[[1.8307185491631421, 1.25], [2.8862612331959836, 2.6575364531836625]]","[['s', 'e'], ['n', 't']]"
16,this,this,4,1900-01-01 13:21:59.978,1900-01-01 13:22:01.997,top1,0.3333333333333333,0.6666666666666666,"[[1.8010413871216286, 1.6007810593582121]]","[['t', 'h']]"
16,by,by,2,1900-01-01 13:22:01.997,1900-01-01 13:22:03.602,top1,1.0,0.0,"[[2.207111184614404, 2.0155644370746373]]","[['b', 'y']]"
16,registered,registered,10,1900-01-01 13:22:03.602,1900-01-01 13:22:07.896,top1,1.0,0.0,"[[1.194996920759631, 1.0], [3.6358580765927875, 2.9261749776799064], [2.735616983652865, 2.9261749776799064], [1.2124302106203881, 1.0], [1.2432955828160894, 1.0307764064044151]]","[['r', 'e'], ['g', 'i'], ['s', 't'], ['e', 'r'], ['e', 'd']]"
16,mail,mail,4,1900-01-01 13:22:07.896,1900-01-01 13:22:10.343,top1,0.3333333333333333,0.6666666666666666,"[[1.6958639851857225, 1.6007810593582121]]","[['i', 'l']]"
16,is,is,2,1900-01-01 13:22:14.593,1900-01-01 13:22:15.636,top1,0.0,1.0,[],[]
16,she,she,3,1900-01-01 13:22:20.902,1900-01-01 13:22:22.020,top1,0.0,1.0,[],[]
16,done,done,4,1900-01-01 13:22:36.235,1900-01-01 13:22:37.953,top1,0.0,1.0,[],[]
16,yet,yet,3,1900-01-01 13:22:37.953,1900-01-01 13:22:40.913,top1,0.5,0.5,"[[3.031223273078049, 3.0]]","[['y', 'e']]"
16,the,the,3,1900-01-01 13:22:41.415,1900-01-01 13:22:43.749,top1,0.5,0.5,"[[2.4052826659511353, 1.6007810593582121]]","[['t', 'h']]"
16,living,living,6,1900-01-01 13:22:46.092,1900-01-01 13:22:50.003,top1,0.5,0.5,"[[2.080862370058385, 1.6007810593582121], [3.8608077198948925, 3.816084380618437]]","[['l', 'i'], ['v', 'i']]"
16,is,is,2,1900-01-01 13:22:50.003,1900-01-01 13:22:51.412,top1,0.0,1.0,[],[]
16,easy,easy,4,1900-01-01 13:22:59.284,1900-01-01 13:23:02.119,top1,0.0,1.0,[],[]
16,the,the,3,1900-01-01 13:23:02.621,1900-01-01 13:23:04.487,top1,0.5,0.5,"[[2.2111492769598344, 1.6007810593582121]]","[['t', 'h']]"
16,capital,capital,7,1900-01-01 13:23:04.487,1900-01-01 13:23:07.206,top1,0.75,0.25,"[[2.327727999708084, 2.692582403567252], [2.011690151495751, 2.0], [3.6648349425656264, 3.881043674065006]]","[['c', 'a'], ['p', 'i'], ['t', 'a']]"
16,of,of,2,1900-01-01 13:23:12.634,1900-01-01 13:23:14.543,top1,0.0,1.0,[],[]
16,our,our,3,1900-01-01 13:23:14.543,1900-01-01 13:23:17.148,top3,0.5,0.5,"[[1.8615774770674995, 2.0]]","[['o', 'u']]"
16,nation,nation,6,1900-01-01 13:23:19.138,1900-01-01 13:23:23.257,top1,0.5,0.5,"[[4.889342672141624, 5.5901699437494745], [1.0809188004309112, 1.0]]","[['n', 'a'], ['i', 'o']]"
16,do,do,2,1900-01-01 13:23:23.758,1900-01-01 13:23:25.808,top1,0.0,1.0,[],[]
16,not,not,3,1900-01-01 13:23:25.808,1900-01-01 13:23:27.392,top1,0.5,0.5,"[[3.0142765819512976, 3.010398644698074]]","[['n', 'o']]"
16,drink,drink,5,1900-01-01 13:23:30.578,1900-01-01 13:23:33.263,top1,0.6666666666666666,0.3333333333333333,"[[1.8379161306014482, 1.25], [2.4664507045803687, 2.3584952830141512]]","[['d', 'r'], ['i', 'n']]"
16,the,the,3,1900-01-01 13:23:33.263,1900-01-01 13:23:34.730,top1,0.5,0.5,"[[1.7763492143297719, 1.6007810593582121]]","[['t', 'h']]"
16,water,water,5,1900-01-01 13:23:34.730,1900-01-01 13:23:38.299,top1,0.6666666666666666,0.3333333333333333,"[[1.037256033062715, 1.25], [2.280089588426297, 2.0]]","[['w', 'a'], ['t', 'e']]"
16,tickets,tickets,7,1900-01-01 13:23:38.800,1900-01-01 13:23:42.968,top1,0.16666666666666666,0.8333333333333334,"[[1.8207091037903336, 2.0]]","[['e', 't']]"
16,are,are,3,1900-01-01 13:23:45.320,1900-01-01 13:23:47.979,top1,0.5,0.5,"[[2.656126423596023, 2.9261749776799064]]","[['a', 'r']]"
16,very,very,4,1900-01-01 13:23:47.979,1900-01-01 13:23:50.414,top1,1.0,0.0,"[[2.952488489604997, 2.6575364531836625], [2.60931411306209, 2.0]]","[['v', 'e'], ['r', 'y']]"
16,expensive,expensive,9,1900-01-01 13:23:50.414,1900-01-01 13:23:56.334,top1,0.5,0.5,"[[2.7416898216474084, 2.0155644370746373], [3.4347984838997467, 4.25], [1.320851867640728, 3.816084380618437]]","[['e', 'x'], ['e', 'n'], ['i', 'v']]"
16,the,the,3,1900-01-01 13:23:56.835,1900-01-01 13:23:58.494,top1,0.5,0.5,"[[2.4490807618624997, 1.6007810593582121]]","[['t', 'h']]"
16,world,world,5,1900-01-01 13:23:58.494,1900-01-01 13:24:00.970,top1,0.25,0.75,"[[2.658333080263833, 5.344389581607987]]","[['r', 'l']]"
16,is,is,2,1900-01-01 13:24:02.904,1900-01-01 13:24:04.288,top1,0.0,1.0,[],[]
16,a,a,1,1900-01-01 13:24:04.288,1900-01-01 13:24:04.989,top1,0.0,1.0,[],[]
